PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Room,Side
5379_01,0,False,2,42.0,False,0.0,0.0,8.0,3409.0,0.0,False,5,1030,1
5380_01,2,False,2,36.0,False,386.0,0.0,756.0,6.0,0.0,False,5,1104,0
5383_01,0,False,0,23.0,False,253.0,0.0,1175.0,3.0,,False,5,1105,0
5384_01,1,False,2,34.0,True,0.0,5210.0,0.0,1332.0,2.0,True,0,65,1
5384_02,1,False,2,26.0,False,0.0,4894.0,0.0,62.0,85.0,True,0,65,1
5385_01,2,False,2,31.0,False,2048.0,0.0,1040.0,136.0,0.0,False,3,170,0
5387_01,2,False,2,48.0,False,581.0,6.0,1.0,158.0,0.0,False,3,171,0
5388_01,0,True,2,10.0,False,0.0,0.0,0.0,,0.0,True,6,871,1
5389_01,2,False,2,27.0,False,2.0,0.0,1320.0,0.0,26.0,True,5,1106,0
5389_02,2,False,2,32.0,False,2497.0,0.0,101.0,0.0,0.0,False,5,1106,0
5390_01,0,True,2,24.0,False,0.0,0.0,0.0,0.0,0.0,True,6,872,1
5390_02,0,True,1,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,872,1
5390_03,0,False,2,48.0,False,83.0,110.0,0.0,690.0,8.0,True,5,1032,1
5392_01,2,False,2,35.0,True,628.0,6.0,528.0,136.0,0.0,False,4,343,1
5394_01,2,False,2,14.0,False,246.0,0.0,2153.0,0.0,0.0,True,3,172,0
5395_01,2,False,2,28.0,False,4.0,0.0,2574.0,0.0,0.0,True,3,173,0
5396_01,2,False,2,27.0,False,743.0,378.0,8.0,0.0,0.0,False,5,1109,0
5397_01,2,True,2,42.0,False,0.0,0.0,0.0,0.0,0.0,True,3,162,1
5397_02,2,True,2,8.0,False,0.0,0.0,0.0,0.0,0.0,True,3,162,1
5397_03,2,True,0,30.0,False,0.0,0.0,0.0,0.0,0.0,True,3,162,1
5401_01,0,False,2,44.0,False,0.0,0.0,5.0,30.0,777.0,False,6,869,0
5402_01,2,False,2,40.0,False,1269.0,0.0,75.0,0.0,4.0,False,5,1034,1
5404_01,0,False,2,38.0,False,766.0,38.0,0.0,0.0,0.0,False,5,1111,0
5406_01,3,False,1,22.0,False,2.0,46.0,0.0,483.0,67.0,False,5,1035,1
5408_01,2,False,2,32.0,False,1781.0,0.0,654.0,580.0,0.0,False,3,174,0
5408_02,2,False,2,16.0,False,2116.0,0.0,350.0,0.0,901.0,False,3,174,0
5410_01,2,False,2,33.0,False,748.0,130.0,1047.0,458.0,0.0,False,3,163,1
5411_01,1,False,2,38.0,False,20.0,3960.0,153.0,280.0,1674.0,False,1,206,1
5412_01,0,,2,23.0,False,0.0,806.0,0.0,2.0,0.0,True,6,870,0
5413_01,0,False,2,16.0,False,3.0,595.0,0.0,9.0,321.0,True,6,871,0
5414_01,0,False,1,16.0,False,481.0,0.0,166.0,0.0,122.0,False,6,872,0
5414_02,0,False,2,11.0,False,0.0,0.0,0.0,0.0,0.0,False,6,872,0
5414_03,0,False,2,22.0,False,0.0,824.0,0.0,0.0,411.0,False,5,1112,0
5414_04,0,False,2,43.0,False,0.0,0.0,0.0,0.0,1544.0,False,5,1112,0
5414_05,0,True,1,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,872,0
5415_01,0,False,2,22.0,False,0.0,747.0,8.0,0.0,314.0,False,5,1113,0
5416_01,2,False,2,0.0,False,0.0,,0.0,0.0,0.0,True,5,1114,0
5416_02,2,False,2,30.0,False,138.0,0.0,208.0,952.0,0.0,False,4,340,0
5416_03,2,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1114,0
5416_04,2,False,0,0.0,False,0.0,0.0,,0.0,0.0,True,5,1114,0
5418_01,2,,2,41.0,False,164.0,0.0,1115.0,1.0,18.0,False,4,349,1
5420_01,0,False,2,39.0,False,0.0,829.0,0.0,1.0,0.0,True,5,1036,1
5421_01,0,False,2,37.0,False,389.0,0.0,1.0,3369.0,3.0,False,6,873,1
5422_01,1,True,0,26.0,False,0.0,0.0,0.0,,0.0,True,3,164,1
5423_01,2,False,2,49.0,False,552.0,0.0,7.0,0.0,183.0,False,5,1116,0
5423_02,2,False,2,28.0,False,142.0,0.0,1878.0,62.0,0.0,True,4,341,0
5424_01,2,False,1,13.0,False,358.0,65.0,599.0,676.0,0.0,False,5,1117,0
5424_02,3,False,2,64.0,False,469.0,700.0,2.0,1.0,0.0,False,4,342,0
5425_01,0,False,1,24.0,False,1.0,0.0,11.0,0.0,734.0,False,5,1037,1
5427_01,3,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1118,0
5427_02,2,False,2,18.0,False,3458.0,0.0,216.0,0.0,0.0,False,5,1118,0
5427_03,2,False,2,25.0,False,948.0,0.0,1.0,170.0,0.0,False,5,1118,0
5430_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,False,6,873,0
5431_01,0,False,0,33.0,False,2.0,0.0,0.0,,720.0,True,4,350,1
5434_01,0,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,6,874,0
5435_01,2,False,2,50.0,False,846.0,0.0,280.0,280.0,0.0,False,5,1121,0
5436_01,0,False,2,30.0,False,0.0,0.0,0.0,2.0,827.0,False,8,Unknown,2
5437_01,2,False,2,44.0,False,1267.0,18.0,0.0,3.0,0.0,True,5,1123,0
5438_01,0,True,1,52.0,False,0.0,0.0,0.0,0.0,0.0,False,6,875,0
5440_01,0,True,2,7.0,False,0.0,0.0,0.0,0.0,0.0,True,6,875,1
5440_02,0,False,0,30.0,False,0.0,59.0,18.0,639.0,0.0,False,5,1041,1
5440_03,0,False,2,27.0,False,1109.0,0.0,0.0,0.0,0.0,False,5,1041,1
5441_01,1,True,0,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,207,1
5443_01,0,False,0,13.0,False,4.0,99.0,1.0,0.0,595.0,False,5,1124,0
5445_01,3,False,2,61.0,False,0.0,53.0,813.0,3.0,0.0,False,5,1125,0
5446_01,0,True,2,32.0,False,0.0,0.0,,0.0,0.0,True,6,876,0
5447_01,2,True,0,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1126,0
5447_02,2,,2,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1126,0
5450_01,0,True,1,16.0,False,0.0,0.0,0.0,0.0,0.0,True,6,877,0
5451_01,3,False,1,21.0,False,0.0,697.0,0.0,0.0,0.0,True,5,1127,0
5452_01,1,,2,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2,212,1
5453_01,0,False,0,28.0,False,0.0,9.0,0.0,1114.0,5.0,False,5,1044,1
5454_01,2,False,2,27.0,False,848.0,1497.0,2.0,0.0,0.0,False,4,343,0
5455_01,2,False,0,13.0,False,9920.0,0.0,180.0,130.0,571.0,False,4,344,0
5457_01,0,False,2,39.0,False,0.0,1.0,0.0,739.0,0.0,False,5,1129,0
5458_01,0,False,2,24.0,False,0.0,0.0,980.0,7.0,0.0,False,4,351,1
5459_01,1,False,2,38.0,False,0.0,347.0,0.0,1545.0,2187.0,False,2,213,1
5462_01,2,False,2,20.0,False,489.0,126.0,663.0,214.0,0.0,False,5,1131,0
5463_01,0,False,2,21.0,False,724.0,0.0,0.0,0.0,0.0,True,5,1045,1
5465_01,2,False,2,27.0,False,1.0,1.0,2196.0,372.0,0.0,False,5,1132,0
5465_02,3,False,2,49.0,False,226.0,11.0,2.0,1580.0,0.0,False,5,1132,0
5465_03,2,True,2,6.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1132,0
5466_01,1,True,0,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1,185,0
5466_02,1,False,0,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,False,1,185,0
5466_03,1,False,2,6.0,False,0.0,0.0,0.0,0.0,0.0,True,1,185,0
5466_04,1,False,0,35.0,False,0.0,4618.0,0.0,324.0,12061.0,False,1,185,0
5466_05,1,False,2,46.0,False,0.0,4524.0,,243.0,7730.0,False,1,185,0
5467_01,0,False,2,31.0,False,2703.0,21.0,0.0,0.0,1.0,False,5,1046,1
5468_01,1,True,2,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1,208,1
5469_01,1,True,0,31.0,False,,0.0,0.0,0.0,0.0,True,0,50,0
5470_01,0,True,2,20.0,False,,0.0,0.0,0.0,0.0,False,6,878,0
5471_01,0,False,2,57.0,False,685.0,,0.0,0.0,,False,6,877,1
5472_01,0,False,1,37.0,False,0.0,0.0,559.0,11.0,0.0,True,5,1047,1
5474_01,0,True,2,21.0,False,0.0,0.0,,0.0,0.0,True,8,Unknown,2
5475_01,0,False,2,43.0,False,0.0,0.0,1.0,,0.0,False,5,1134,0
5476_01,0,False,2,49.0,False,1020.0,0.0,2.0,2.0,0.0,True,6,879,1
5477_01,0,False,2,17.0,False,0.0,150.0,166.0,570.0,0.0,True,6,880,1
5478_01,2,False,2,29.0,False,518.0,0.0,10.0,1245.0,0.0,False,5,1048,1
5479_01,0,True,0,36.0,False,0.0,0.0,0.0,0.0,0.0,True,6,881,1
5480_01,1,False,2,37.0,False,31.0,9307.0,0.0,904.0,11213.0,False,8,Unknown,2
5483_01,0,False,1,17.0,False,2.0,0.0,0.0,0.0,681.0,False,5,1135,0
5484_01,2,True,0,45.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1050,1
5485_01,0,False,2,20.0,False,0.0,9.0,82.0,14.0,704.0,False,6,880,0
5487_01,2,True,2,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1136,0
5488_01,1,True,2,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1,186,0
5488_02,1,False,2,15.0,False,0.0,22.0,6805.0,0.0,531.0,True,1,186,0
5488_03,1,False,2,53.0,False,0.0,6634.0,0.0,5047.0,108.0,False,1,186,0
5488_04,1,True,2,51.0,False,0.0,0.0,0.0,0.0,0.0,True,1,186,0
5489_01,0,True,2,14.0,False,0.0,0.0,0.0,0.0,,True,6,881,0
5489_02,0,True,2,1.0,False,0.0,0.0,0.0,0.0,0.0,False,6,881,0
5490_01,2,False,2,26.0,False,665.0,76.0,,1478.0,0.0,False,5,1137,0
5491_01,0,False,2,20.0,False,0.0,0.0,499.0,285.0,103.0,False,6,882,1
5492_01,0,False,2,23.0,False,0.0,551.0,59.0,720.0,14.0,False,5,1052,1
5494_01,0,False,2,22.0,False,658.0,0.0,0.0,161.0,3.0,True,5,1053,1
5496_01,0,True,0,22.0,False,0.0,0.0,0.0,0.0,0.0,True,6,882,0
5497_01,1,True,2,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1,210,1
5497_02,1,False,2,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1,210,1
5499_01,0,True,2,40.0,False,0.0,0.0,0.0,0.0,0.0,True,6,884,1
5500_01,2,False,0,21.0,False,4027.0,0.0,47.0,83.0,0.0,False,3,175,0
5501_01,0,False,2,35.0,False,702.0,104.0,5.0,76.0,0.0,True,6,885,1
5504_01,0,False,2,22.0,False,142.0,1307.0,0.0,0.0,0.0,False,5,1140,0
5506_01,1,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,True,3,166,1
5507_01,2,False,2,21.0,False,0.0,0.0,0.0,0.0,0.0,False,4,356,1
5508_01,0,False,2,50.0,False,0.0,358.0,0.0,620.0,4.0,False,8,Unknown,2
5509_01,0,False,2,27.0,False,0.0,0.0,800.0,0.0,0.0,True,5,1055,1
5510_01,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,887,1
5511_01,0,True,2,15.0,False,0.0,0.0,0.0,0.0,0.0,True,6,884,0
5511_02,0,False,1,25.0,False,39.0,,169.0,20.0,1403.0,False,4,346,0
5512_01,1,False,0,31.0,False,0.0,225.0,0.0,301.0,4090.0,False,0,67,1
5512_02,1,False,0,27.0,False,0.0,8162.0,1044.0,699.0,46.0,True,1,211,1
5514_01,0,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6,889,1
5514_02,0,True,1,2.0,False,,0.0,0.0,0.0,0.0,True,6,889,1
5514_03,0,False,2,27.0,False,0.0,6.0,0.0,814.0,107.0,True,6,889,1
5514_04,0,False,2,0.0,False,0.0,0.0,0.0,0.0,,True,6,889,1
5515_01,0,False,2,22.0,False,758.0,0.0,46.0,0.0,0.0,False,5,1141,0
5517_01,2,False,2,27.0,False,0.0,0.0,0.0,0.0,0.0,False,4,357,1
5520_01,0,False,2,56.0,False,0.0,4.0,778.0,0.0,0.0,True,6,890,1
5521_01,0,False,2,28.0,False,0.0,0.0,0.0,676.0,124.0,False,5,1058,1
5522_01,0,False,0,42.0,False,31.0,0.0,0.0,635.0,0.0,True,4,358,1
5522_02,0,False,2,20.0,False,0.0,0.0,0.0,703.0,0.0,True,5,1059,1
5522_03,0,False,2,27.0,False,508.0,585.0,9.0,,0.0,True,5,1059,1
5523_01,0,False,1,29.0,False,0.0,0.0,20.0,0.0,402.0,False,6,885,0
5524_01,0,False,0,36.0,False,85.0,0.0,545.0,15.0,0.0,True,5,1060,1
5526_01,0,False,2,23.0,False,0.0,0.0,4.0,145.0,,False,5,1061,1
5526_02,0,True,2,64.0,False,0.0,0.0,0.0,0.0,0.0,True,6,891,1
5527_01,0,False,2,19.0,False,1.0,1.0,,0.0,1755.0,False,6,886,0
5527_02,0,True,0,1.0,False,0.0,0.0,0.0,0.0,0.0,False,6,886,0
5527_03,0,True,2,49.0,False,,0.0,0.0,0.0,0.0,False,6,886,0
5527_04,0,True,0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,886,0
5528_01,0,False,2,18.0,False,0.0,288.0,35.0,0.0,435.0,False,5,1143,0
5529_01,1,False,0,39.0,False,5645.0,132.0,0.0,1.0,1814.0,False,2,174,0
5530_01,2,False,2,37.0,False,10.0,20.0,868.0,115.0,0.0,False,4,347,0
5530_02,2,True,2,44.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1144,0
5531_01,2,False,1,43.0,False,817.0,0.0,617.0,0.0,0.0,False,5,1145,0
5531_02,2,True,2,33.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1145,0
5535_01,0,False,2,20.0,False,41.0,222.0,0.0,43.0,601.0,True,6,893,1
5535_02,0,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,893,1
5535_03,0,False,0,4.0,False,0.0,0.0,0.0,0.0,0.0,True,6,893,1
5536_01,2,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1062,1
5537_01,2,False,2,50.0,False,690.0,0.0,30.0,762.0,428.0,False,5,1063,1
5538_01,2,True,2,47.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1146,0
5538_02,2,True,2,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1146,0
5539_01,1,False,2,26.0,False,0.0,1583.0,0.0,232.0,8040.0,False,1,187,0
5540_01,0,False,2,21.0,False,39.0,360.0,0.0,,0.0,True,4,360,1
5541_01,2,True,2,20.0,False,0.0,0.0,0.0,0.0,,True,5,1147,0
5543_01,1,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2,175,0
5544_01,2,False,2,27.0,True,1565.0,0.0,0.0,0.0,145.0,False,5,1149,0
5545_01,0,False,1,34.0,False,0.0,0.0,693.0,3.0,77.0,True,6,894,1
5545_02,0,True,2,11.0,False,0.0,0.0,0.0,0.0,0.0,True,6,894,1
5545_03,0,True,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,894,1
5546_01,1,False,0,28.0,False,550.0,5203.0,0.0,2244.0,1624.0,False,3,176,0
5550_01,0,False,2,33.0,False,127.0,745.0,9.0,0.0,0.0,True,6,895,1
5551_01,0,True,2,22.0,False,0.0,0.0,0.0,0.0,0.0,True,6,888,0
5552_01,2,,2,28.0,False,0.0,0.0,0.0,0.0,0.0,False,5,1150,0
5552_02,2,True,2,11.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1150,0
5552_03,2,False,2,60.0,False,51.0,10.0,754.0,1412.0,137.0,False,5,1150,0
5555_01,3,False,3,43.0,False,1.0,0.0,213.0,7.0,701.0,True,6,896,1
5556_01,0,False,2,27.0,False,0.0,1.0,667.0,897.0,43.0,False,4,361,1
5557_01,0,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,True,6,890,0
5559_01,0,True,0,23.0,False,0.0,0.0,0.0,0.0,0.0,True,6,897,1
5560_01,2,False,2,57.0,False,1696.0,0.0,1006.0,0.0,27.0,False,3,168,1
5561_01,1,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0,51,0
5561_02,1,False,2,28.0,False,0.0,175.0,0.0,214.0,7461.0,False,0,51,0
5561_03,1,False,2,42.0,False,0.0,890.0,2929.0,352.0,4898.0,False,0,51,0
5561_04,1,False,2,43.0,False,7.0,494.0,2473.0,443.0,71.0,False,0,51,0
5563_01,1,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2,176,0
5566_01,1,False,0,72.0,False,2445.0,3023.0,0.0,704.0,20.0,False,4,349,0
5568_01,1,False,2,49.0,False,0.0,3991.0,298.0,289.0,2740.0,False,1,188,0
5568_02,1,True,0,29.0,True,0.0,0.0,0.0,0.0,0.0,True,1,188,0
5569_01,0,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,False,6,891,0
5571_01,0,False,0,26.0,False,0.0,406.0,0.0,0.0,503.0,True,6,900,1
5572_01,2,True,0,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1153,0
5573_01,0,False,0,18.0,False,749.0,0.0,74.0,0.0,0.0,False,5,1154,0
5574_01,0,False,0,14.0,False,714.0,237.0,0.0,587.0,1.0,False,5,1155,0
5575_01,2,False,2,44.0,False,583.0,0.0,222.0,0.0,1560.0,False,5,1156,0
5575_02,2,True,2,34.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1156,0
5578_01,0,True,0,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6,892,0
5580_01,0,True,1,36.0,False,0.0,0.0,0.0,0.0,0.0,True,6,902,1
5581_01,1,True,0,27.0,False,0.0,0.0,0.0,0.0,,True,1,212,1
5582_01,0,False,2,35.0,False,753.0,335.0,1.0,348.0,0.0,False,6,893,0
5583_01,1,False,2,52.0,False,5.0,3514.0,31.0,601.0,13.0,True,3,170,1
5585_01,0,False,1,22.0,False,688.0,5.0,80.0,0.0,0.0,False,6,894,0
5585_02,0,False,2,34.0,False,245.0,0.0,542.0,0.0,19.0,True,5,1158,0
5586_01,0,False,1,37.0,False,0.0,0.0,6.0,746.0,1.0,False,6,895,0
5587_01,0,False,0,22.0,False,654.0,2.0,83.0,0.0,0.0,False,5,1159,0
5589_01,0,False,2,26.0,False,0.0,786.0,0.0,11.0,83.0,True,5,1160,0
5591_01,0,False,0,14.0,False,590.0,9.0,0.0,0.0,192.0,False,4,363,1
5592_01,2,True,0,53.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1161,0
5594_01,0,False,2,17.0,False,0.0,823.0,0.0,1168.0,14.0,False,5,1163,0
5595_01,0,False,2,30.0,False,0.0,1.0,0.0,870.0,0.0,False,5,1067,1
5596_01,1,False,2,65.0,False,0.0,722.0,302.0,103.0,2659.0,False,3,179,0
5598_01,0,False,3,19.0,False,0.0,0.0,500.0,2.0,208.0,True,6,903,1
5599_01,1,False,0,36.0,False,380.0,686.0,0.0,295.0,1247.0,False,4,364,1
5601_01,0,True,2,3.0,False,0.0,0.0,0.0,0.0,0.0,True,6,904,1
5601_02,0,False,2,6.0,False,0.0,0.0,0.0,0.0,0.0,True,6,904,1
5601_03,0,False,0,4.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
5601_04,0,False,2,21.0,False,958.0,1668.0,82.0,0.0,78.0,True,5,1069,1
5601_05,0,True,0,8.0,False,0.0,0.0,0.0,0.0,0.0,True,6,904,1
5602_01,1,True,2,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,190,0
5602_02,1,False,0,18.0,False,0.0,3268.0,0.0,436.0,342.0,True,1,190,0
5603_01,3,False,2,34.0,False,170.0,1256.0,0.0,3926.0,7121.0,False,4,365,1
5606_01,1,True,0,45.0,False,0.0,0.0,0.0,0.0,0.0,True,1,213,1
5606_02,1,False,2,31.0,False,0.0,1219.0,7.0,104.0,1082.0,True,1,213,1
5608_01,0,False,2,14.0,False,30.0,757.0,115.0,0.0,0.0,True,5,1164,0
5609_01,0,False,2,23.0,False,765.0,5.0,0.0,0.0,0.0,False,6,897,0
5610_01,1,True,2,61.0,False,0.0,0.0,0.0,0.0,0.0,True,1,214,1
5610_02,1,False,0,54.0,True,0.0,7996.0,0.0,4549.0,10206.0,False,1,214,1
5611_01,1,True,2,28.0,False,0.0,0.0,0.0,0.0,0.0,True,3,171,1
5611_02,1,False,2,46.0,False,0.0,3477.0,0.0,1.0,5543.0,False,3,171,1
5613_01,0,False,2,32.0,False,125.0,874.0,0.0,180.0,1.0,True,5,1072,1
5614_01,0,True,0,49.0,False,0.0,0.0,0.0,0.0,0.0,True,6,906,1
5615_01,0,True,0,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,907,1
5616_01,0,False,1,25.0,False,458.0,240.0,0.0,239.0,0.0,True,5,1073,1
5618_01,0,False,2,19.0,False,0.0,785.0,0.0,0.0,19.0,True,5,1075,1
5619_01,0,True,0,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6,908,1
5622_01,0,False,2,68.0,False,0.0,0.0,970.0,0.0,0.0,True,5,1076,1
5623_01,0,True,2,16.0,False,0.0,0.0,0.0,0.0,0.0,True,6,898,0
5625_01,2,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,False,4,352,0
5625_02,2,,1,49.0,False,0.0,0.0,0.0,0.0,0.0,False,4,352,0
5625_03,2,False,2,15.0,False,890.0,9.0,0.0,1250.0,57.0,False,4,352,0
5625_04,2,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,4,352,0
5625_05,2,False,2,22.0,False,804.0,0.0,378.0,0.0,0.0,False,4,352,0
5626_01,0,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,True,6,911,1
5627_01,0,False,2,31.0,False,0.0,0.0,0.0,0.0,0.0,False,6,899,0
5628_01,0,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,False,6,900,0
5629_01,0,True,2,28.0,False,0.0,,0.0,0.0,0.0,True,6,901,0
5631_01,0,False,2,20.0,False,47.0,0.0,0.0,0.0,2711.0,False,5,1166,0
5637_01,0,False,2,43.0,False,1.0,8.0,0.0,0.0,715.0,False,5,1168,0
5639_01,0,False,2,22.0,False,19.0,9.0,0.0,0.0,594.0,True,6,913,1
5640_01,1,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,4,368,1
5642_01,1,True,3,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,216,1
5642_02,1,True,0,37.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
5643_01,2,False,2,24.0,False,158.0,0.0,1594.0,1.0,0.0,True,5,1077,1
5643_02,2,False,0,18.0,False,2803.0,0.0,17.0,0.0,0.0,False,5,1077,1
5643_03,2,False,2,15.0,False,643.0,0.0,45.0,0.0,10.0,False,5,1077,1
5644_01,2,False,2,28.0,False,1909.0,0.0,0.0,0.0,6.0,False,5,1169,0
5645_01,0,False,2,24.0,False,0.0,117.0,2134.0,0.0,0.0,True,5,1078,1
5646_01,2,True,0,39.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1079,1
5647_01,1,True,2,35.0,False,0.0,,0.0,0.0,,True,2,178,0
5647_02,1,False,0,52.0,False,0.0,1425.0,31.0,0.0,1320.0,True,2,178,0
5647_03,1,False,2,48.0,False,0.0,,0.0,2851.0,1478.0,False,2,178,0
5648_01,1,False,0,27.0,False,332.0,918.0,0.0,5.0,4817.0,False,2,179,0
5648_02,1,False,0,50.0,False,0.0,103.0,0.0,240.0,8221.0,False,2,179,0
5650_01,0,False,2,24.0,False,56.0,22.0,285.0,1453.0,0.0,False,6,902,0
5651_01,0,False,1,26.0,False,807.0,0.0,0.0,0.0,40.0,True,6,915,1
5652_01,0,False,2,24.0,False,215.0,0.0,0.0,0.0,350.0,False,5,1171,0
5653_01,0,True,2,15.0,False,0.0,0.0,0.0,0.0,0.0,False,6,903,0
5655_01,0,False,1,42.0,False,1188.0,39.0,3.0,3.0,0.0,False,5,1172,0
5659_01,0,False,2,51.0,False,0.0,0.0,0.0,0.0,880.0,False,5,1175,0
5661_01,0,False,1,43.0,False,635.0,53.0,0.0,3.0,0.0,True,4,355,0
5661_02,0,True,0,31.0,False,0.0,0.0,0.0,0.0,0.0,False,6,905,0
5662_01,0,True,2,14.0,False,0.0,0.0,0.0,0.0,0.0,True,6,916,1
5662_02,0,False,2,31.0,False,13.0,0.0,0.0,679.0,0.0,False,5,1080,1
5663_01,1,False,2,33.0,False,0.0,1513.0,5.0,63.0,144.0,True,0,71,1
5667_01,0,False,0,21.0,False,0.0,496.0,0.0,3867.0,30.0,False,6,906,0
5671_01,0,False,2,13.0,False,56.0,1706.0,15.0,0.0,23.0,False,6,907,0
5673_01,0,False,2,29.0,False,286.0,545.0,,0.0,0.0,True,5,1083,1
5674_01,1,False,2,22.0,False,0.0,11594.0,0.0,10247.0,1.0,False,1,217,1
5677_01,2,False,2,22.0,False,1035.0,0.0,264.0,0.0,0.0,False,4,357,0
5679_01,0,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6,920,1
5679_02,0,True,0,35.0,False,0.0,0.0,0.0,0.0,0.0,True,6,920,1
5679_03,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,920,1
5680_01,0,False,2,18.0,False,0.0,0.0,1609.0,0.0,0.0,True,4,359,0
5681_01,0,True,2,66.0,False,0.0,0.0,0.0,0.0,0.0,True,6,921,1
5684_01,3,True,2,33.0,False,0.0,0.0,0.0,0.0,0.0,True,1,218,1
5684_02,1,True,0,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,218,1
5684_03,1,False,0,38.0,False,0.0,1198.0,48.0,278.0,1244.0,False,1,218,1
5684_04,1,True,2,62.0,False,0.0,0.0,0.0,0.0,0.0,True,1,218,1
5685_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,False,6,910,0
5686_01,2,False,0,44.0,False,2267.0,0.0,107.0,0.0,0.0,False,8,Unknown,2
5686_02,2,False,0,25.0,False,1410.0,123.0,26.0,9.0,812.0,False,3,180,0
5687_01,0,False,2,15.0,False,348.0,1627.0,0.0,0.0,0.0,False,5,1179,0
5688_01,0,False,2,20.0,False,12.0,177.0,1110.0,0.0,0.0,True,5,1084,1
5689_01,0,False,2,34.0,False,233.0,0.0,0.0,1054.0,156.0,False,5,1180,0
5692_01,2,False,2,23.0,False,821.0,0.0,863.0,664.0,0.0,False,4,360,0
5693_01,0,False,2,45.0,False,0.0,0.0,2332.0,84.0,0.0,True,5,1087,1
5695_01,0,True,2,39.0,False,0.0,0.0,0.0,0.0,0.0,True,6,922,1
5696_01,0,True,1,33.0,False,0.0,0.0,0.0,0.0,0.0,True,6,911,0
5698_01,0,False,2,14.0,False,0.0,0.0,325.0,247.0,305.0,False,5,1088,1
5698_02,0,False,2,26.0,False,178.0,0.0,3.0,0.0,704.0,True,6,923,1
5700_01,0,True,2,47.0,False,0.0,0.0,0.0,0.0,0.0,True,6,924,1
5701_01,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,3,173,1
5702_01,0,True,0,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6,912,0
5704_01,0,True,2,22.0,False,0.0,0.0,,0.0,0.0,True,6,913,0
5705_01,0,True,2,17.0,False,0.0,0.0,0.0,0.0,0.0,True,6,925,1
5706_01,0,False,2,16.0,False,0.0,458.0,725.0,0.0,0.0,True,5,1090,1
